12.75   -73.1
81.0    -69.8
295.5333    -14.925
22.7569488  30.4042
9.99    40.59
10.00   41.11
210.36  450.59
192.13  41.13
201.94  47.45
186.44  440.37
183.29  36.60
147.86  69.30
169.41  13.27
193.57  21.95
203.55  29.61
40.03   -0.23
198.40  42.29
338.69  34.16
184.12  47.58
182.00  39.68
185.72  18.47
186.81  8.28
187.07  12.67
190.29  11.83
